Date,Amount,Item,Category,Split,Not Me
2025-06-22,48,auto-from-movie,travel,1,0
2025-06-24,37,cab-to-pg,travel,1,0
2025-06-25,37,auto-to-office,travel,1,0
2025-06-25,38,cab-to-pg,travel,1,0
2025-06-26,30,cab-to-pg,travel,1,0
2025-06-26,105,auto-to-office,travel,3,0
2025-06-27,34,auto-to-office,travel,1,0
2025-06-28,132,cab-to-foodstreet,travel,4,0
2025-06-29,48,cab-to-ikea,travel,1,0
2025-06-29,20,auto-from-ikea,travel,1,0
2025-06-30,38,cab-to-pg,travel,1,0
2025-06-30,310,cash-misc,utility,1,0
2025-06-30,128,rainy-day-misc,utility,1,0
